"","event","latitude","longitude","raw_intensity_measure","intensity_classification","f_cluster_2","f_cluster_3","f_cluster_5","f_cluster_16","f_cluster_19","f_cluster_21","f_cluster_5_rating","f_cluster_19_rating"
"1016","fire",41.1925,-123.7042,6.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1017","fire",41.1989,-124.0108,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1018","fire",41.2025,-122.2878,1.7,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"1019","fire",41.1975,-123.7264,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1020","fire",41.2047,-123.7497,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1021","fire",41.2458,-123.7742,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1022","fire",41.1972,-124.0367,5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1023","fire",41.1928,-123.2539,1.7,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1024","fire",41.1883,-123.9906,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1025","fire",41.2072,-123.9919,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1026","fire",41.2006,-123.7161,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1027","fire",41.1975,-123.7183,1.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1028","fire",32.626868,-116.427661,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1029","fire",32.62975,-116.079753,40,2,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1030","fire",32.636883,-116.32299,1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1031","fire",32.618896,-116.218623,26,2,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1032","fire",32.619932,-116.218867,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1033","fire",32.6345,-116.4297,0.5,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1034","fire",32.604839,-116.484181,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1035","fire",32.61347,-116.37986,2291,5,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1036","fire",36.02983,-118.8045,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1037","fire",36.03025,-118.80306,0.2,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1038","fire",36.02425,-118.81156,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1039","fire",36.026097,-118.804069,0.2,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1040","fire",36.02497,-118.80547,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1041","fire",36.02431,-118.80989,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1042","fire",36.032019,-118.870958,8,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1043","fire",36.02308,-118.80614,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1044","fire",36.0247,-118.81015,2,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1045","fire",36.02406,-118.80606,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1046","fire",36.03536,-118.80728,12,2,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1047","fire",36.0327,-118.81337,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1048","fire",36.02608,-118.80367,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1049","fire",36.018,-118.80358,2,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1050","fire",36.02239,-118.81064,0.2,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1051","fire",36.02378,-118.81669,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1052","fire",36.02642,-118.80389,0.5,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1053","fire",36.03739,-118.80372,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1054","fire",36.02861,-118.80572,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1055","fire",36.022639,-118.805157,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1056","fire",36.02692,-118.80778,7,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1057","fire",36.03086,-118.80456,1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1058","fire",36.03278,-118.80667,0.5,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1059","fire",36.03361,-118.80653,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1060","fire",36.03439,-118.80665,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1061","fire",33.9508,-116.8386,0.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1062","fire",33.9492,-116.85,0.5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1063","fire",33.9311,-116.8261,1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1064","fire",33.9508,-116.8372,2.5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1065","fire",33.946104,-116.826025,0.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1066","fire",33.935357,-116.825366,0.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1067","fire",33.9397,-116.8233,1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1068","fire",33.8653,-116.8608,3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1069","fire",33.932633,-116.813767,1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1070","fire",33.8784,-116.842567,10,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1071","fire",33.939783,-116.8245,0.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1072","fire",33.885483,-116.8569,16,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1073","fire",33.89715,-116.86015,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1074","fire",33.7892,-116.8436,20,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1075","fire",33.8784,-116.842567,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1076","fire",33.8784,-116.842567,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1077","fire",33.954667,-116.8246,0.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1078","fire",33.947033,-116.834933,1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1079","fire",33.993222,-116.844275,5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1080","fire",34.0036,-116.8247,3840,5,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1081","fire",33.994567,-116.841367,4,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1082","fire",33.901667,-116.86195,650,4,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1083","fire",33.8784,-116.842567,1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1084","fire",33.931683,-116.828067,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1085","fire",33.9433,-116.8383,0.5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1086","fire",33.943381,-116.83835,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1087","fire",33.943381,-116.83835,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1088","fire",33.933781,-116.818767,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1089","fire",33.933781,-116.818767,0.2,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1090","fire",33.933781,-116.818767,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1091","fire",33.947317,-116.835017,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1092","fire",33.952078,-116.835406,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1093","fire",36.04233,-118.74672,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1094","fire",36.038,-118.75664,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1095","fire",36.04239,-118.73814,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1096","fire",36.07653,-118.67914,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1097","fire",36.083567,-118.667436,4,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1098","fire",36.055131,-118.653425,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1099","fire",36.085236,-118.733817,0.7,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1100","fire",36.0664,-118.7283,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1101","fire",36.04475,-118.74222,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"1102","fire",41.0272,-123.6669,0.3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1103","fire",41.0264,-123.6675,1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1104","fire",41.0258,-123.6697,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1105","fire",41.0269,-123.6667,3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1106","fire",41.0247,-123.6664,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1107","fire",41.015,-123.6683,0.3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1108","fire",41.0139,-123.6767,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1109","fire",41.0167,-123.6753,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1110","fire",41.0261,-123.6669,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1111","fire",41.0272,-123.6644,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1112","fire",40.6233,-124.2131,5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1113","fire",39.8263,-123.276183,1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1114","fire",39.67155,-123.497467,0.1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1115","fire",39.794983,-123.273533,0.1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1116","fire",39.8256,-123.2767,1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1117","fire",39.8261,-123.2761,2,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1118","fire",39.8292,-123.2922,13,2,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1119","fire",39.8747,-123.2864,1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1120","fire",39.8756,-123.2844,0.3,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1121","fire",39.8831,-123.2803,5,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1122","fire",39.79969,-123.27383,0.1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1123","fire",39.81331,-123.27664,0.1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1124","fire",39.9333,-123.3092,4,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1125","fire",39.7886,-123.2778,1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1126","fire",39.8014,-123.275,1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1127","fire",39.8042,-123.275,0.8,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1128","fire",39.8042,-123.2794,0.3,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1129","fire",39.8014,-123.2747,0.1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1130","fire",39.8186,-123.2758,0.3,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1131","fire",39.8303,-123.2758,0.1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1132","fire",39.8186,-123.2744,0.2,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"1133","fire",41.0197,-123.6372,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1134","fire",41.0458,-123.6347,5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1135","fire",41.0208,-123.6364,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1136","fire",41.0206,-123.6375,2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1137","fire",41.0258,-123.6392,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1138","fire",41.0975,-123.6358,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1139","fire",41.0217,-123.635,2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1140","fire",41.0225,-123.6361,2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1141","fire",41.0208,-123.6353,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1142","fire",41.02,-123.6358,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1143","fire",41.0256,-123.6383,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1144","fire",33.3006,-116.5545,4,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1145","fire",33.283017,-116.539044,14100,5,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1146","fire",33.324,-116.511067,7.8,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1147","fire",33.323183,-116.511383,7,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1148","fire",33.327,-116.5125,1.2,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1149","fire",33.569181,-116.556619,7,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1150","fire",33.5497,-116.1219,2.5,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1151","fire",33.5667,-116.5303,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"1152","fire",33.57114,-116.17069,80,2,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1153","fire",33.5711,-116.1714,4,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1154","fire",33.5731,-116.1564,0.2,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1155","fire",33.48061,-116.09434,0.5,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1156","fire",33.56478,-116.14725,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"1157","fire",41.0003,-123.77,0,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1158","fire",41.2511,-123.7719,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1159","fire",41.13,-123.7519,255,3,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1160","fire",41.0394,-123.7536,10,2,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1161","fire",41.2075,-123.7586,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1162","fire",41.0642,-123.7575,0.3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1163","fire",41.1008,-123.7697,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1164","fire",41.22,-123.7725,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1165","fire",41.2467,-123.7711,0.7,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1166","fire",41.2475,-123.77231,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1167","fire",41.20142,-123.75011,0.7,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1168","fire",41.2081,-123.755,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1169","fire",41.2142,-123.7603,0.6,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1170","fire",41.2186,-123.7642,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1171","fire",41.2506,-123.7697,1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1172","fire",41.1978,-123.7358,1.4,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1173","fire",41.22,-123.7669,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1174","fire",41.2467,-123.7683,1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1175","fire",41.25,-123.7686,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1176","fire",41.1944,-123.7672,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1177","fire",41.2244,-123.7358,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1178","fire",41.3439,-123.7714,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1179","fire",41.1033,-123.5719,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1180","fire",41.1061,-123.5633,0.8,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1181","fire",41.0286,-123.5822,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1182","fire",41.065,-123.6106,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1183","fire",41.0297,-123.6003,0.3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1184","fire",41.0256,-123.5647,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1185","fire",41.0497,-123.6142,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1186","fire",41.0042,-123.6867,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1187","fire",41.05294,-123.68642,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1188","fire",41.0725,-123.6864,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1189","fire",41.0689,-123.6869,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1190","fire",41.0606,-123.6867,5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1191","fire",41.0636,-123.6858,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1192","fire",41.0694,-123.6869,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1193","fire",41.0647,-123.6867,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1194","fire",41.0639,-123.6858,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1195","fire",41.055,-123.6867,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1196","fire",41.0631,-123.6861,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1197","fire",41.0786,-123.6867,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1198","fire",41.0661,-123.6869,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1199","fire",41.0703,-123.6869,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1200","fire",41.0739,-123.6867,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1201","fire",41.06,-123.6864,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1202","fire",41.0542,-123.6861,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1203","fire",41.0167,-123.6869,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1204","fire",41.0664,-123.6858,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1205","fire",41.0756,-123.6869,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1206","fire",41.0794,-123.6864,0.3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1207","fire",41.0703,-123.6867,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1208","fire",41.0661,-123.6861,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1209","fire",41.0533,-123.6858,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1210","fire",39.00787,-122.66449,2,1,2,2,2,7,7,7,1.10598290598291,2.13793103448276
"1211","fire",39.0064,-122.66046,0.3,1,2,2,2,7,7,7,1.10598290598291,2.13793103448276
"1212","fire",39.00717,-122.66074,1,1,2,2,2,7,7,7,1.10598290598291,2.13793103448276
"1213","fire",41.1261,-123.6958,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1214","fire",41.0678,-123.6944,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1215","fire",41.0711,-123.6936,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1216","fire",41.0778,-123.6944,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1217","fire",41.0844,-123.6969,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1218","fire",41.0803,-123.6975,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1219","fire",41.0828,-123.6936,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1220","fire",41.09419,-123.69442,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1221","fire",41.0847,-123.6939,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1222","fire",41.0767,-123.6964,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1223","fire",41.0681,-123.6942,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1224","fire",41.0889,-123.695,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1225","fire",41.0892,-123.6961,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1226","fire",41.0814,-123.6939,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1227","fire",41.0847,-123.6944,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1228","fire",41.0875,-123.6936,1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1229","fire",41.0756,-123.6944,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1230","fire",41.0939,-123.6947,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1231","fire",41.085,-123.6972,0.3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1232","fire",41.0936,-123.6944,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1233","fire",41.0867,-123.6942,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1234","fire",41.0856,-123.6969,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1235","fire",41.0678,-123.6944,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1236","fire",41.0678,-123.6944,2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1237","fire",41.1081,-123.6939,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1238","fire",41.0933,-123.6936,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1239","fire",41.085,-123.6972,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1240","fire",41.0761,-123.6958,2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1241","fire",41.0642,-123.6947,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1242","fire",41.0708,-123.6939,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1243","fire",41.0706,-123.6944,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1244","fire",41.0847,-123.6975,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1245","fire",41.0975,-123.6953,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1246","fire",41.0975,-123.6953,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1247","fire",41.0717,-123.6944,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1248","fire",41.0717,-123.6944,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1249","fire",41.0717,-123.6944,0.3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1250","fire",41.0894,-123.6947,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1251","fire",41.0669,-123.6947,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1252","fire",41.0825,-123.6964,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1253","fire",41.0714,-123.6942,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1254","fire",41.0989,-123.6969,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1255","fire",41.0869,-123.6961,1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1256","fire",41.0858,-123.6972,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1257","fire",41.0825,-123.6964,1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1258","fire",41.0833,-123.6939,0.3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1259","fire",41.0767,-123.6967,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1260","fire",41.0828,-123.6967,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1261","fire",41.0831,-123.6944,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1262","fire",41.0825,-123.6964,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1263","fire",41.0883,-123.6944,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1264","fire",41.0678,-123.6956,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1265","fire",41.0794,-123.695,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1266","fire",41.0858,-123.6947,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1267","fire",41.0875,-123.6975,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1268","fire",41.0875,-123.6975,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1269","fire",41.0858,-123.695,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1270","fire",41.0758,-123.6961,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1271","fire",41.0836,-123.6961,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1272","fire",41.0744,-123.6844,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1273","fire",41.0708,-123.6814,0.2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1274","fire",41.0725,-123.6747,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1275","fire",41.0742,-123.6836,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1276","fire",41.07281,-123.66878,1.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1277","fire",41.07494,-123.67253,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1278","fire",41.0747,-123.6733,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1279","fire",41.0747,-123.6733,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1280","fire",41.0764,-123.6842,5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1281","fire",41.0753,-123.6797,2,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1282","fire",41.0753,-123.6803,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1283","fire",41.0683,-123.67,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1284","fire",41.0672,-123.6839,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"1285","fire",41.0667,-123.6808,4,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
