"","event","latitude","longitude","raw_intensity_measure","intensity_classification","f_cluster_2","f_cluster_3","f_cluster_5","f_cluster_16","f_cluster_19","f_cluster_21","f_cluster_5_rating","f_cluster_19_rating"
"3190","fire",35.5492,-117.7114,2.5,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3191","fire",35.5575,-117.6508,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3192","fire",35.56272,-117.70294,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3193","fire",35.50316,-117.66527,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3194","fire",35.45658,-117.57371,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3195","fire",35.28111,-117.61664,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3196","fire",35.386414,-117.590214,230,3,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3197","fire",35.3172,-117.5067,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3198","fire",32.8439,-114.4994,800,4,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3199","fire",35.69231,-117.93019,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3200","fire",35.6969,-119.3425,29,2,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3201","fire",35.6878,-118.9047,22,2,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3202","fire",35.6722,-118.455,0.2,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3203","fire",35.6792,-118.373,0.3,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3204","fire",35.7197,-119.0455,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3205","fire",35.7133,-119.0317,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3206","fire",35.6747,-118.2764,8.5,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3207","fire",35.7369,-118.9475,14.5,2,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3208","fire",35.6997,-119.7117,5,1,1,3,5,16,19,21,1.34527486102532,1.41228070175439
"3209","fire",35.7594,-118.1428,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3210","fire",35.7297,-118.7178,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3211","fire",35.72,-119.6322,117,3,1,3,5,16,19,21,1.34527486102532,1.41228070175439
"3212","fire",35.6997,-118.5986,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3213","fire",35.7333,-118.5605,1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3214","fire",35.7364,-118.5436,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3215","fire",35.7417,-118.9875,158,3,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3216","fire",35.7378,-118.728,304,4,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3217","fire",39.7533,-120.1008,0.3,1,2,2,3,10,10,10,1.3125,1.24752475247525
"3218","fire",39.8231,-120.0603,2.9,1,2,2,3,10,10,10,1.3125,1.24752475247525
"3219","fire",41.0289,-120.1047,0.3,1,2,2,3,5,5,14,1.3125,1.3356890459364
"3220","fire",41.89975,-120.12253,2076,5,2,2,3,5,5,14,1.3125,1.3356890459364
"3221","fire",41.3947,-120.1256,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"3222","fire",40.8681,-120.0819,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"3223","fire",33.94208,-117.0885,2,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3224","fire",33.95061,-116.65722,52,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3225","fire",33.94197,-117.07694,7,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3226","fire",33.94439,-116.67875,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3227","fire",33.9561,-116.9064,33,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3228","fire",33.9415,-116.69383,5.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3229","fire",33.94475,-116.67494,2.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3230","fire",33.94028,-117.09192,1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3231","fire",33.94505,-116.68268,3.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3232","fire",33.94181,-116.62836,0.2,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3233","fire",33.95644,-116.69485,3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3234","fire",33.94622,-116.66617,376,4,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3235","fire",33.946192,-116.67265,15.2,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3236","fire",33.95631,-116.6565,89.6,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3237","fire",33.94183,-116.67461,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3238","fire",33.94139,-117.09058,15,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3239","fire",33.95506,-116.45258,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3240","fire",33.94011,-117.09253,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3241","fire",33.94803,-116.45808,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3242","fire",33.948264,-116.456088,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3243","fire",33.948698,-116.597817,0.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3244","fire",33.944352,-116.634012,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3245","fire",33.946688,-117.059395,2,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3246","fire",35.42408,-118.00652,0.3,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3247","fire",35.417872,-115.746461,1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3248","fire",35.4433,-118.7494,0.2,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3249","fire",35.425,-119.6678,3,1,1,3,5,16,19,21,1.34527486102532,1.41228070175439
"3250","fire",35.4458,-119.6947,0.2,1,1,3,5,16,19,21,1.34527486102532,1.41228070175439
"3251","fire",35.45,-118.4972,0.3,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3252","fire",35.4425,-119.078,300,4,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3253","fire",35.4422,-118.9,1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3254","fire",35.4489,-118.2753,0.5,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3255","fire",36.555661,-120.840653,2,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"3256","fire",35.4055,-115.7839,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3257","fire",35.39688,-115.31493,0.7,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3258","fire",35.6456,-117.805,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3259","fire",35.6664,-118.0197,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3260","fire",35.6642,-118.2589,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3261","fire",35.6453,-118.6055,1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3262","fire",35.6511,-118.4569,3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3263","fire",35.6353,-118.4867,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3264","fire",35.6561,-118.5519,0.5,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3265","fire",35.6358,-119.1247,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3266","fire",35.6608,-118.4428,1.4,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3267","fire",35.6431,-118.6547,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3268","fire",35.6383,-118.483,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3269","fire",35.6394,-118.4047,0.3,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3270","fire",36.1664,-116.1106,1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3271","fire",36.0689,-117.1736,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3272","fire",35.9575,-115.9703,77,2,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3273","fire",37.1817,-118.4983,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3274","fire",37.3864,-118.5931,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3275","fire",38.650097,-119.5331,0.1,1,2,2,3,10,10,10,1.3125,1.24752475247525
"3276","fire",38.5089,-119.5336,0.3,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3277","fire",38.6231,-119.5281,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3278","fire",38.547895,-119.494387,13,2,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3279","fire",37.0639,-119.5592,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3280","fire",36.2575,-119.4528,0.5,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3281","fire",33.75931,-116.86419,1.5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3282","fire",33.79836,-116.92744,8,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3283","fire",33.716267,-116.870914,64,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3284","fire",33.82244,-117.06839,1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3285","fire",33.73681,-116.83117,18.9,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3286","fire",33.69206,-117.12333,28,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3287","fire",33.8406,-116.86013,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3288","fire",33.76769,-116.84819,76,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3289","fire",33.74857,-116.8337,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3290","fire",33.73923,-116.84072,2.8,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3291","fire",33.7445,-116.85534,2.5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3292","fire",33.685064,-117.134755,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3293","fire",33.747,-116.837,3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3294","fire",33.76913,-117.13102,173,3,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3295","fire",33.66568,-116.93623,127,3,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3296","fire",33.6531,-116.9006,706,4,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3297","fire",33.5242,-116.9211,81,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3298","fire",33.542634,-116.861341,320,4,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3299","fire",33.5619,-116.8589,8,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3300","fire",33.51286,-116.89739,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3301","fire",33.57706,-116.88119,2637,5,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3302","fire",33.63872,-117.05356,496,4,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3303","fire",33.54908,-116.85697,27.8,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3304","fire",33.65625,-116.95756,2.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3305","fire",33.50303,-116.94439,5.5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3306","fire",33.66695,-116.90517,9,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3307","fire",33.65759,-116.95619,0.5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3308","fire",33.596376,-116.920224,78,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3309","fire",33.639646,-116.900957,0.2,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3310","fire",33.642912,-116.922012,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3311","fire",34.007006,-116.518146,1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3312","fire",34.00703,-117.06719,5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3313","fire",33.99603,-116.60105,1.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3314","fire",33.98206,-116.65358,16.1,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3315","fire",34.00617,-116.57875,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3316","fire",34.003404,-116.577303,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3317","fire",33.998982,-116.517312,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3318","fire",34,-117,0.3,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3319","fire",34,-117,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3320","fire",34.0081,-116.5747,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3321","fire",32.78,-114.5669,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3322","fire",33.79211,-117.46653,25,2,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3323","fire",33.687183,-117.277256,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3324","fire",33.69355,-117.281717,4.2,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3325","fire",33.687979,-117.275669,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3326","fire",33.73325,-117.28262,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3327","fire",35.7464,-118.3744,6,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3328","fire",35.7497,-118.2478,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3329","fire",35.7186,-118.5711,1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3330","fire",35.7842,-118.443,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3331","fire",35.8092,-118.5408,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3332","fire",35.7928,-118.4361,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3333","fire",35.6872,-118.2186,2,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3334","fire",35.6958,-118.5122,1.7,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3335","fire",35.7031,-118.3044,1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3336","fire",35.715,-118.4061,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3337","fire",35.7867,-118.4667,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3338","fire",35.7158,-118.4264,0.2,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3339","fire",35.7611,-118.4205,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3340","fire",35.7028,-118.4219,1.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3341","fire",35.7219,-118.4983,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3342","fire",35.8031,-118.4717,7,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3343","fire",35.7594,-118.5269,16,2,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3344","fire",35.7247,-118.4628,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3345","fire",35.7439,-118.4678,12,2,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3346","fire",35.47474,-117.65338,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3347","fire",35.5497,-117.63443,1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3348","fire",35.5667,-118.5072,555,4,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3349","fire",35.5314,-118.5392,1.7,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3350","fire",35.5653,-118.508,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3351","fire",35.4989,-118.5228,0.3,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3352","fire",35.5403,-118.0955,22.9,2,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3353","fire",35.39577,-117.81874,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3354","fire",35.41025,-117.58669,217,3,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3355","fire",35.4169,-117.2005,138,3,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3356","fire",35.3808,-118.2639,60,2,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3357","fire",35.42,-117.9792,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3358","fire",35.3515,-117.63122,0.5,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3359","fire",35.42891,-118.0292,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3360","fire",35.36219,-117.61588,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3361","fire",35.42783,-117.50242,709,4,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3362","fire",35.4017,-117.5886,15,2,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3363","fire",35.3769,-118.5558,4,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3364","fire",35.3658,-118.295,0.3,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3365","fire",35.4031,-118.2758,1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3366","fire",35.3881,-118.5225,465,4,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3367","fire",35.3822,-118.2455,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3368","fire",37.5881,-118.7869,0.5,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3369","fire",35.69616,-117.96529,1822,5,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3370","fire",35.63349,-117.88671,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3371","fire",35.77569,-117.91272,0.5,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3372","fire",35.7953,-117.8733,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3373","fire",35.6528,-118.0086,4.8,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3374","fire",35.7261,-118.1522,1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3375","fire",35.7497,-118.1297,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3376","fire",35.6653,-118.0375,8,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3377","fire",35.7344,-118.1264,0.6,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3378","fire",36.3091,-117.6542,0.1,1,1,3,5,12,17,18,1.34527486102532,1.47979797979798
"3379","fire",37.3072,-118.3906,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3380","fire",36.563703,-118.129203,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3381","fire",37.150003,-118.316397,850,4,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3382","fire",37.1378,-118.2822,5353,5,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3383","fire",36.54986,-118.08181,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3384","fire",36.94331,-118.24058,0.5,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3385","fire",36.57639,-118.06314,1.7,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3386","fire",37.3237,-118.4404,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3387","fire",37.3164,-118.4208,6,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3388","fire",36.59023,-118.0668,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3389","fire",37.4308,-118.4225,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3390","fire",37.4125,-118.515403,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3391","fire",36.5947,-118.149685,104,3,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3392","fire",37.42299,-118.5578,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"3393","fire",36.622392,-118.114127,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"3394","fire",41.5697,-122.8969,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"3395","fire",41.5481,-123.0622,3637,5,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"3396","fire",38.680328,-120.977687,4,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"3397","fire",38.7447,-120.6681,129,3,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"3398","fire",38.8997,-120.8561,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"3399","fire",38.95612,-120.857106,5646,5,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"3400","fire",36.57,-120.8353,0.1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"3401","fire",40.1381,-124.1928,0.1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"3402","fire",40.7031,-124.2719,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"3403","fire",40.6989,-124.2755,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"3404","fire",40.6969,-124.2736,0.3,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"3405","fire",40.2192,-124.3086,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"3406","fire",40.28989,-124.35786,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"3407","fire",33.66525,-117.28419,0.1,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3408","fire",33.70267,-117.28956,0.5,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3409","fire",33.741122,-117.28465,7,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3410","fire",33.76,-117.28455,2,1,1,1,1,2,2,2,1.2753120665742,1.29430894308943
"3411","fire",41.8583,-122.6078,0.1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"3412","fire",35.84858,-116.22649,105.6,3,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3413","fire",35.7381,-115.8703,23,2,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3414","fire",35.7503,-116.0019,1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3415","fire",32.7583,-116.3436,5,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3416","fire",32.6286,-116.3336,15,2,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3417","fire",32.7686,-116.3328,1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3418","fire",32.61347,-116.37986,2556,5,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3419","fire",32.718853,-116.431163,10,2,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3420","fire",32.703087,-116.394224,1000,5,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3421","fire",32.979323,-116.436577,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3422","fire",32.966662,-116.45733,7056,5,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3423","fire",32.80033,-116.3346,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3424","fire",32.63588,-116.43152,3,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3425","fire",32.95094,-115.28421,0.5,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3426","fire",32.92494,-114.99253,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3427","fire",32.9353,-115.7894,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3428","fire",32.9353,-115.7894,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3429","fire",32.95036,-115.16293,0.3,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3430","fire",32.826,-115.847691,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3431","fire",32.97,-115.2847,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3432","fire",32.78988,-115.87912,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3433","fire",32.9272,-115.127,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3434","fire",32.96758,-115.09963,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3435","fire",32.9661,-115.17,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3436","fire",32.781695,-114.766491,0.5,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3437","fire",32.88314,-115.77819,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3438","fire",32.9508,-115.1522,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3439","fire",32.9011,-115.9997,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"3440","fire",32.9325,-115.135289,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3441","fire",32.9628,-115.0989,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3442","fire",32.9445,-115.1466,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3443","fire",32.9683,-115.1696,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3444","fire",32.9718,-115.1606,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3445","fire",32.903323,-115.76369,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3446","fire",32.818884,-115.280266,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3447","fire",32.9628,-115.0847,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3448","fire",32.9687,-114.8478,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3449","fire",32.934631,-115.08731,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3450","fire",32.952286,-115.085722,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3451","fire",32.7744,-114.5775,0,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3452","fire",32.7856,-114.6164,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3453","fire",32.8092,-114.5947,0.6,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3454","fire",32.77858,-114.63277,95.3,2,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"3455","fire",35.5307,-115.563697,0.5,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3456","fire",35.5458,-115.4253,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3457","fire",35.4669,-115.675597,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3458","fire",35.46707,-115.48538,2.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3459","fire",35.4717,-115.56,1.2,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"3460","fire",35.47472,-115.53839,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
